formula,main_element,PROPERTY: Trg,Logans_data,Glass forming ability
Ni35Si15Ti50,Ti,0,1,1
Ni35Si20Ti45,Ti,0,1,1
Ni40Si0Ti60,Ti,0,1,1
Ni40Si5Ti55,Ti,0,1,1
Ni40Si10Ti50,Ti,0,1,1
Ni40Si15Ti45,Ti,0,1,1
Ni40Si20Ti40,Ni,0,1,1
Ni45Si15Ti40,Ni,0,1,1
Ni48Si20Ti32,Ni,0,1,1
Ni50Si10Ti40,Ni,0,1,1
Ni55Si5Ti40,Ni,0,1,1
Ni64Si20Ti16,Ni,0,1,1
Ni15Si5Ti80,Ti,0,1,0
Ni25Si0Ti75,Ti,0,1,0
Ni45Si5Ti50,Ti,0,1,0
Ni45Si10Ti45,Ni,0,1,0
Ni50Si5Ti45,Ni,0,1,0
Ni60Si0Ti40,Ni,0,1,0
Ni0Si15Ti85,Ti,0,1,0
Ni0Si25Ti75,Ti,0,1,0
Ni5Si10Ti85,Ti,0,1,0
Ni5Si20Ti75,Ti,0,1,0
Ni10Si5Ti85,Ti,0,1,0
Ni10Si20Ti70,Ti,0,1,0
Ni15Si0Ti85,Ti,0,1,0
Ni15Si20Ti65,Ti,0,1,0
Ni20Si0Ti80,Ti,0,1,0
Ni20Si20Ti60,Ti,0,1,0
Ni25Si20Ti55,Ti,0,1,0
Ni30Si30Ti40,Ti,0,1,0
Ni30Si40Ti30,Si,0,1,0
Ni40Si30Ti30,Ni,0,1,0
Ni45Si0Ti55,Ti,0,1,0
Ni50Si0Ti50,Ni,0,1,0
Ni50Si20Ti30,Ni,0,1,0
Ni50Si30Ti20,Ni,0,1,0
Ni55Si0Ti45,Ni,0,1,0
Ni28Si16Ti56,Ti,0,1,1
Ni30Si0Ti70,Ti,0,1,1
Ni30Si10Ti60,Ti,0,1,1
Ni32Si4Ti64,Ti,0,1,1
Ni33Si0Ti67,Ti,0,1,1
Ni40Si0Ti60,Ti,0,1,1
Ni24Si1Zr75,Zr,0,1,1
Ni24Si2Zr74,Zr,0,1,1
Ni24Si4Zr72,Zr,0,1,1
Ni24Si6Zr70,Zr,0,1,1
Ni24Si8Zr68,Zr,0,1,1
Ni33Ti67Zr0,Ti,0,1,1
Ni50Ti0Zr50,Ni,0,1,1
Ni50Ti30Zr20,Ni,0,1,1
Ni60Ti40Zr0,Ni,0,1,1
Ni63Ti0Zr37,Ni,0,1,1
Ni33Ti0Zr67,Zr,0,1,1
Ni33Ti0.05Zr66.95,Zr,0,1,1
Ni33Ti0.1Zr66.9,Zr,0,1,1
Ni33Ti0.15Zr66.85,Zr,0,1,1
Ni33Ti0.2Zr66.8,Zr,0,1,1
Ni28.05Ti15Zr56.95,Zr,0,1,1
Ni24.75Ti25Zr50.25,Zr,0,1,1
Ni26.4Ti20Zr53.6,Zr,0,1,1
Ni28.05Ti15Zr56.95,Zr,0,1,1
Ni29.7Ti10Zr60.3,Zr,0,1,1
Ni31.35Ti5Zr63.65,Zr,0,1,1
Ni30Ti0Zr70,Zr,0,1,1
Ni35Ti65Zr0,Ti,0,1,1
Ni50Ti0Zr50,Ni,0,1,1
Ni60Ti40Zr0,Ni,0,1,1
Ni70Ti0Zr30,Ni,0,1,1
Ni20V30Zr50,Zr,0,1,1
Ni22V20Zr58,Zr,0,1,1
Ni25V10Zr65,Zr,0,1,1
Ni28V0Zr72,Zr,0,1,1
Ni37V25Zr38,Zr,0,1,1
Ni40V20Zr40,Ni,0,1,1
Ni45V10Zr45,Ni,0,1,1
Ni47V30Zr23,Ni,0,1,1
Ni50V0Zr50,Ni,0,1,1
Ni54V20Zr26,Ni,0,1,1
Ni60V10Zr30,Ni,0,1,1
Ni67V0Zr33,Ni,0,1,1
Ni46V30Zr24,Ni,0,1,1
Ni50V25Zr25,Ni,0,1,1
Ni54V20Zr26,Ni,0,1,1
Ni60V10Zr30,Ni,0,1,1
Ni67V0Zr33,Ni,0,1,1
Ni33V0Zr67,Zr,0,1,1
Ni33V0.05Zr66.95,Zr,0,1,1
Ni33V0.1Zr66.9,Zr,0,1,1
Ni33V0.15Zr66.85,Zr,0,1,1
Ni33V0.2Zr66.8,Zr,0,1,1
Ni28.05V15Zr56.95,Zr,0,1,1
Ni24.75V25Zr50.25,Zr,0,1,1
Ni26.4V20Zr53.6,Zr,0,1,1
Ni28.05V15Zr56.95,Zr,0,1,1
Ni29.7V10Zr60.3,Zr,0,1,1
Ni31.35V5Zr63.65,Zr,0,1,1
Ni24V25Zr51,Zr,0,1,1
Ni29V20Zr51,Zr,0,1,1
Ni30V10Zr60,Zr,0,1,1
Ni31V5Zr64,Zr,0,1,1
Ni45V25Zr30,Ni,0,1,1
Ni48V20Zr32,Ni,0,1,1
Ni50.5V25Zr24.5,Ni,0,1,1
Ni53V20Zr27,Ni,0,1,1
Ni55V10Zr35,Ni,0,1,1
Ni60V10Zr30,Ni,0,1,1
P19Pd61Ti20,Pd,0,1,1
P19Pd65Ti16,Pd,0,1,1
P19Pd73Ti8,Pd,0,1,1
P19Pd79Ti2,Pd,0,1,1
P19Pd81Ti0,Pd,0,1,1
Pd79.3Rh4.2Si16.5,Pd,0,1,1
Pd81.8Rh1.7Si16.5,Pd,0,1,1
Pd76.8Rh6.7Si16.5,Pd,0,1,0
Pd58.8Si20.6U20.6,Pd,0,1,1
Ru0Si15Zr85,Zr,0,1,1
Ru10Si15Zr75,Zr,0,1,1
Si6Sn9Zr85,Zr,0,1,1
Si13Sn0Zr87,Zr,0,1,1
Si15Sn0Zr85,Zr,0,1,1
Si17Sn0Zr83,Zr,0,1,1
Si15Ta0Ti85,Ti,0,1,1
Si15Ta10Ti75,Ti,0,1,1
Si15Ta20Ti65,Ti,0,1,1
Si15Ta30Ti55,Ti,0,1,1
Si15Ta40Ti45,Ti,0,1,1
Si15Ta0Zr85,Zr,0,1,1
Si15Ta10Zr75,Zr,0,1,1
Si15Ta20Zr65,Zr,0,1,1
Si15Ta30Zr55,Zr,0,1,1
Si15Ta40Zr45,Zr,0,1,1
Si15Ti55V30,Ti,0,1,1
Si15Ti60V25,Ti,0,1,1
Si15Ti65V20,Ti,0,1,1
Si15Ti70V15,Ti,0,1,1
Si15Ti75V10,Ti,0,1,1
Si15Ti80V5,Ti,0,1,1
Si15Ti85V0,Ti,0,1,1
Si20Ti70V10,Ti,0,1,1
Si20Ti75V5,Ti,0,1,1
Si20Ti80V0,Ti,0,1,1
Si5Ti95V0,Ti,0,1,0
Si10Ti70V20,Ti,0,1,0
Si10Ti85V5,Ti,0,1,0
Si10Ti90V0,Ti,0,1,0
Si15Ti50V35,Ti,0,1,0
Si20Ti60V20,Ti,0,1,0
Si25Ti75V0,Ti,0,1,0
Si15Ti45V40,Ti,0,1,1
Si15Ti55V30,Ti,0,1,1
Si15Ti60V25,Ti,0,1,1
Si15Ti75V10,Ti,0,1,1
Si15Ti80V5,Ti,0,1,1
Si15Ti85V0,Ti,0,1,1
Si15Ti0Zr85,Zr,0,1,1
Si15Ti5Zr80,Zr,0,1,1
Si15Ti10Zr75,Zr,0,1,1
Si15Ti15Zr70,Zr,0,1,1
Si15Ti20Zr65,Zr,0,1,1
Si15Ti25Zr60,Zr,0,1,1
Si15Ti30Zr55,Zr,0,1,1
Si15Ti35Zr50,Zr,0,1,1
Si15Ti40Zr45,Zr,0,1,1
Si15Ti45Zr40,Ti,0,1,1
Si15Ti50Zr35,Ti,0,1,1
Si15Ti55Zr30,Ti,0,1,1
Si15Ti60Zr25,Ti,0,1,1
Si15Ti65Zr20,Ti,0,1,1
Si15Ti70Zr15,Ti,0,1,1
Si15Ti75Zr10,Ti,0,1,1
Si15Ti80Zr5,Ti,0,1,1
Si15Ti85Zr0,Ti,0,1,1
Si0Ti15Zr85,Zr,0,1,1
Si0Ti20Zr80,Zr,0,1,1
Si0Ti22Zr78,Zr,0,1,1
Si5Ti12Zr83,Zr,0,1,1
Si5Ti15Zr80,Zr,0,1,1
Si5Ti20Zr75,Zr,0,1,1
Si5Ti23Zr72,Zr,0,1,1
Si10Ti10Zr80,Zr,0,1,1
Si10Ti15Zr75,Zr,0,1,1
Si10Ti20Zr70,Zr,0,1,1
Si10Ti24Zr66,Zr,0,1,1
Si13Ti0Zr87,Zr,0,1,1
Si15Ti9Zr76,Zr,0,1,1
Si15Ti15Zr70,Zr,0,1,1
Si15Ti20Zr65,Zr,0,1,1
Si15Ti25Zr60,Zr,0,1,1
Si20Ti9Zr71,Zr,0,1,1
Si20Ti15Zr65,Zr,0,1,1
Si20Ti20Zr60,Zr,0,1,1
Si20Ti25Zr55,Zr,0,1,1
Si25Ti8Zr67,Zr,0,1,1
Si25Ti15Zr60,Zr,0,1,1
Si25Ti20Zr55,Zr,0,1,1
Si25Ti25Zr50,Zr,0,1,1
Si30Ti8Zr62,Zr,0,1,1
Si30Ti15Zr55,Zr,0,1,1
Si30Ti20Zr50,Zr,0,1,1
Si30Ti26Zr44,Zr,0,1,1
Si35Ti8Zr57,Zr,0,1,1
Si35Ti15Zr50,Zr,0,1,1
Si35Ti20Zr45,Zr,0,1,1
Si35Ti26Zr39,Zr,0,1,1
Si40Ti8Zr52,Zr,0,1,1
Si40Ti15Zr45,Zr,0,1,1
Si40Ti20Zr40,Si,0,1,1
Si40Ti26Zr34,Si,0,1,1
Si45Ti8Zr47,Zr,0,1,1
Si45Ti15Zr40,Si,0,1,1
Si45Ti20Zr35,Si,0,1,1
Si45Ti25Zr30,Si,0,1,1
Si50Ti8Zr42,Si,0,1,1
Si50Ti15Zr35,Si,0,1,1
Si50Ti20Zr30,Si,0,1,1
Si50Ti25Zr25,Si,0,1,1
Si55Ti9Zr36,Si,0,1,1
Si55Ti15Zr30,Si,0,1,1
Si55Ti20Zr25,Si,0,1,1
Si55Ti24Zr21,Si,0,1,1
Si60Ti9Zr31,Si,0,1,1
Si60Ti15Zr25,Si,0,1,1
Si60Ti20Zr20,Si,0,1,1
Si60Ti24Zr16,Si,0,1,1
Si65Ti10Zr25,Si,0,1,1
Si65Ti15Zr20,Si,0,1,1
Si65Ti20Zr15,Si,0,1,1
Si65Ti23Zr12,Si,0,1,1
Si70Ti11Zr19,Si,0,1,1
Si70Ti15Zr15,Si,0,1,1
Si70Ti20Zr10,Si,0,1,1
Si70Ti22Zr8,Si,0,1,1
Si75Ti12Zr13,Si,0,1,1
Si75Ti15Zr10,Si,0,1,1
Si75Ti20Zr5,Si,0,1,1
Si75Ti22Zr3,Si,0,1,1
Si80Ti14Zr6,Si,0,1,1
Si80Ti15Zr5,Si,0,1,1
Si80Ti20Zr0,Si,0,1,1
Si85Ti15Zr0,Si,0,1,1
Si0Ti90Zr10,Ti,0,1,0
Si82Ti8Zr10,Si,0,1,0
Si84Ti6Zr10,Si,0,1,0
Si86Ti4Zr10,Si,0,1,0
Si88Ti2Zr10,Si,0,1,0
Si15V0Zr85,Zr,0,1,1
Si15V10Zr75,Zr,0,1,1
Si15V20Zr65,Zr,0,1,1
Si15V30Zr55,Zr,0,1,1
Si15V40Zr45,Zr,0,1,1
Si15W0Zr85,Zr,0,1,1
Si15W10Zr75,Zr,0,1,1
Cu55Zr42.5Ga2.5,Cu,0,1,1
Cu57.5Zr37.5Ga5,Cu,0,1,1
Cu52.5Zr40Ga7.5,Cu,0,1,1
Cu55Zr40Ga5,Cu,0,1,1
Cu52.5Zr42.5Ga5,Cu,0,1,1
Cu46Zr54,Zr,0,1,1
Cu46Zr47Al7,Zr,0,1,1
Cu46Zr37Al7Y10,Cu,0,1,1
Cu46Zr45Al7Y2,Cu,0,1,1
Cu46Zr42Al7Y5,Cu,0,1,1
Cu60Hf25Ti15,Cu,0,1,1
Cu52.5Hf40Al7.5,Cu,0,1,1
Cu60Zr30Ti10,Cu,0,1,1
Cu47Ti33Zr11Si1Ni6Sn2,Cu,0,1,1
Cu50Zr43Al7,Cu,0,1,1
Cu47Zr43Al7Ag3,Cu,0,1,1
Cu47Zr43Al7Be3,Cu,0,1,1
Cu43Zr43Al7Ag7,Cu,0,1,1
Cu43Zr43Al7Be7,Cu,0,1,1
Cu49Hf42Al9,Cu,0,1,1
Cu45Zr48Al7,Zr,0,1,1
Cu47Ti33Zr11Ni8Si1,Cu,0,1,1
Cu47Ti33Zr9Nb2Ni8Si1,Cu,0,1,1
Cu47Ti33Zr7Nb4Ni8Si1,Cu,0,1,1
Cu47Ti33Zr5Nb6Ni8Si1,Cu,0,1,1
Cu47Ti33Zr3Nb8Ni8Si1,Cu,0,1,1
Cu47Ti33Nb11Ni8Si1,Cu,0,1,1
Cu47Zr11Ni8Ti34,Cu,0,1,1
Cu60Zr30Ti10,Cu,0,1,1
(Cu60Zr30Ti10)98Y2,Cu,0,1,1
(Cu60Zr30Ti10)90Be10,Cu,0,1,1
(Cu60Zr30Ti10)99Sn1,Cu,0,1,1
Cu60Hf25Ti15,Cu,0,1,1
(Cu0.6Hf0.25Ti0.15)98Nb2,Cu,0,1,1
(Cu0.6Hf0.25Ti0.15)96Nb4,Cu,0,1,1
(Cu0.6Hf0.25Ti0.15)94Nb6,Cu,0,1,1
(Cu0.6Hf0.25Ti0.15)92Nb8,Cu,0,1,1
Cu60Zr33Ti7,Cu,0,1,1
Cu54Ag6Zr33Ti7,Cu,0,1,1
Cu46.4Ag11.6Zr35Ti7,Cu,0,1,1
Cu60Zr30Ti10,Cu,0,1,1
Cu55Ni5Zr30Ti10,Cu,0,1,1
Cu47Ni13Zr30Ti10,Cu,0,1,1
Cu55Ag5Zr30Ti10,Cu,0,1,1
Cu50Ag10Zr30Ti10,Cu,0,1,1
Cu45Ag15Zr30Ti10,Cu,0,1,1
Cu40Ag20Zr30Ti10,Cu,0,1,1
Cu35Ag25Zr30Ti10,Cu,0,1,1
Cu45Ni5Ag10Zr30Ti10,Cu,0,1,1
Cu60Hf20Ti20,Cu,0,1,1
Cu60Hf17.5Ti22.5,Cu,0,1,1
Cu45Zr45Ag10,Cu,0,1,1
Cu45Zr45Ag7Al3,Cu,0,1,1
Cu45Zr45Ag5Al5,Cu,0,1,1
Cu45Zr45Ag3Al7,Cu,0,1,1
Cu44Zr44Ag6Al6,Cu,0,1,1
Cu42Zr42Ag8Al8,Cu,0,1,1
Cu40Zr40Ag10Al10,Cu,0,1,1
Cu40Zr44Ag8Al8,Zr,0,1,1
Cu38Zr46Ag8Al8,Zr,0,1,1
Cu36Zr48Ag8Al8,Zr,0,1,1
Cu34Zr50Ag8Al8,Zr,0,1,1
Cu50Zr50,Cu,0,1,1
Cu48Zr48Ag4,Cu,0,1,1
Cu46Zr46Ag8,Cu,0,1,1
Cu44Zr44Ag12,Cu,0,1,1
Cu42Zr42Ag16,Cu,0,1,1
Cu45Zr35Ag10Hf10,Cu,0,1,1
Cu45Zr25Ag10Hf20,Cu,0,1,1
Cu45Zr15Ag10Hf30,Cu,0,1,1
Cu50Zr50,Cu,0,1,1
Cu43Zr43Ag7Ti7,Cu,0,1,1
Cu43Zr43Ag7In7,Cu,0,1,1
Cu43Zr40Ag7Ti10,Cu,0,1,1
Cu64Zr36,Cu,0,1,1
Cu57Zr36Ag7,Cu,0,1,1
Cu54Zr36Ag10,Cu,0,1,1
Cu49Zr36Ag10Ti5,Cu,0,1,1
Cu50Zr42.5Ti7.5,Cu,0,1,1
(Cu0.5Zr0.425Ti0.075)99Sn1,Cu,0,1,1
(Cu0.5Zr0.425Ti0.075)99Si1,Cu,0,1,1
(Cu0.5Zr0.425Ti0.075)98.8Sn0.6Si0.6,Cu,0,1,1
Ca66.4Al33.6,Ca,0,1,1
Ca60Al30Ag10,Ca,0,1,1
Ca63Al32Cu5,Ca,0,1,1
Ca55Mg25Zn20,Ca,0,1,1
Ca55Mg20Zn25,Ca,0,1,1
Ca55Mg18Zn27,Ca,0,1,1
Ca55Mg15Zn30,Ca,0,1,1
Ca60Mg25Zn15,Ca,0,1,1
Ca60Mg20Zn20,Ca,0,1,1
Ca60Mg17.5Zn22.5,Ca,0,1,1
Ca60Mg15Zn25,Ca,0,1,1
Ca60Mg10Zn30,Ca,0,1,1
Ca62.5Mg17.5Zn20,Ca,0,1,1
Ca65Mg25Zn10,Ca,0,1,1
Ca65Mg20Zn15,Ca,0,1,1
Ca65Mg15Zn20,Ca,0,1,1
Ca65Mg10Zn25,Ca,0,1,1
Ca70Mg15Zn15,Ca,0,1,1
Ca70Mg10Zn20,Ca,0,1,1
Ca40Mg30Cu30,Ca,0,1,1
Ca40Mg25Cu35,Ca,0,1,1
Ca45Mg30Cu25,Ca,0,1,1
Ca45Mg25Cu30,Ca,0,1,1
Ca45Mg19Cu36,Ca,0,1,1
Ca47.5Mg22.5Cu30,Ca,0,1,1
Ca50Mg30Cu20,Ca,0,1,1
Ca50Mg25Cu25,Ca,0,1,1
Ca50Mg22.5Cu27.5,Ca,0,1,1
Ca50Mg20Cu30,Ca,0,1,1
Ca53Mg23Cu24,Ca,0,1,1
Ca55Mg25Cu20,Ca,0,1,1
Ca55Mg20Cu25,Ca,0,1,1
Ca55Mg15Cu30,Ca,0,1,1
Ca55Mg10Cu35,Ca,0,1,1
Ca58Mg18Cu24,Ca,0,1,1
Ca60Mg25Cu15,Ca,0,1,1
Ca60Mg20Cu20,Ca,0,1,1
Ca60Mg15Cu25,Ca,0,1,1
Ca60Mg13Cu27,Ca,0,1,1
Ca65Mg25Cu10,Ca,0,1,1
Ca65Mg20Cu15,Ca,0,1,1
Ca65Mg15Cu20,Ca,0,1,1
Ca65Mg10Cu25,Ca,0,1,1
Ca65Mg5Cu30,Ca,0,1,1
Ca70Mg20Cu10,Ca,0,1,1
Ca70Mg10Cu20,Ca,0,1,1
Ca55Mg11Zn11Cu23,Ca,0,1,1
Ca50Mg20Zn5Cu25,Ca,0,1,1
Ca50Mg15Zn10Cu25,Ca,0,1,1
Ca50Mg10Zn15Cu25,Ca,0,1,1
Ca50Mg25Zn15Cu10,Ca,0,1,1
Ca47Mg19Zn7Cu27,Ca,0,1,1
Mg80Ni10Nd10,Mg,0,1,1
Mg70Ni15Nd15,Mg,0,1,1
Mg75Ni15Nd10,Mg,0,1,1
Mg65Cu25Er10,Mg,0,1,1
Mg65Ni20Nd15,Mg,0,1,1
Mg65Cu15Ag10Er10,Mg,0,1,1
Mg65Cu7.5Ni7.5Zn5Ag5Y10,Mg,0,1,1
Mg65Cu25Y10,Mg,0,1,1
Mg65Cu25Gd10,Mg,0,1,1
Mg65Cu25Dy10,Mg,0,1,1
Mg65Cu25Pr10,Mg,0,1,1
Mg65Cu25Nd10,Mg,0,1,1
Mg65Cu25Ho10,Mg,0,1,1
Mg65Cu15Ag5Pd5Gd10,Mg,0,1,1
Mg65Cu25Gd5Y5,Mg,0,1,1
Mg65Cu20Ni5Gd10,Mg,0,1,1
Mg65Cu15Ag10Y4Gd6,Mg,0,1,1
Mg65Cu15Ag10Y2Gd8,Mg,0,1,1
Mg65Cu15Ag10Gd10,Mg,0,1,1
Mg65Cu7.5Ni7.5Ag5Zn5Gd10,Mg,0,1,1
Mg65Cu7.5Ni7.5Ag5Zn5Gd7.5Y2.5,Mg,0,1,1
Mg65Cu7.5Ni7.5Ag5Zn5Gd5Y5,Mg,0,1,1
Mg65Cu7.5Ni7.5Ag5Zn5Gd2.5Y7.5,Mg,0,1,1
Mg65Cu7.5Ni7.5Ag5Zn5Y10,Mg,0,1,1
Mg58.5Cu30.5Y11,Mg,0,1,1
Mg57Cu31.5Y9.2Nd2.3,Mg,0,1,1
Mg57Cu31.5Y8Nd3.5,Mg,0,1,1
Mg57Cu31Y6.6Nd5.4,Mg,0,1,1
Mg65.5Cu25.4Gd9,Mg,0,1,1
Mg63.5Cu27.5Gd9,Mg,0,1,1
Mg61.5Cu29.5Gd9,Mg,0,1,1
Mg65Cu25Gd10,Mg,0,1,1
Mg63Cu27Gd10,Mg,0,1,1
Mg61Cu29Gd10,Mg,0,1,1
Mg59Cu31Gd10,Mg,0,1,1
Mg64.5Cu24.5Gd11,Mg,0,1,1
Mg62.5Cu26.5Gd11,Mg,0,1,1
Mg60.5Cu28.5Gd11,Mg,0,1,1
Mg58.5Cu30.5Gd11,Mg,0,1,1
Mg61Cu28Gd11,Mg,0,1,1
La66Al14Cu20,La,0,1,1
La55Al25Ni20,La,0,1,1
La70Al14(CuNi)16,La,0,1,1
La68Al14(CuNi)18,La,0,1,1
La66Al14(CuNi)20,La,0,1,1
La62Al14(CuNi)24,La,0,1,1
La55Al25Ni10Cu10,La,0,1,1
La55Al25Cu20,La,0,1,1
La55Al25Ni5Cu10Co5,La,0,1,1
La62Cu12Ni12Al14,La,0,1,1
La62Al14Cu24,La,0,1,1
La62Al14Cu22Ag2,La,0,1,1
La62Al14Cu20Ag4,La,0,1,1
La62Al14Cu19Ag5,La,0,1,1
La62Al14Cu18Ag6,La,0,1,1
La62Al14Cu17Ag7,La,0,1,1
La62Al14Cu16Ag8,La,0,1,1
La62Al14(Cu5Ag1)20(Ni1Co1)4,Cu,0,1,1
La62Al14(Cu5Ag1)16(Ni1Co1)8,Cu,0,1,1
La62Al14(Cu5Ag1)14(Ni1Co1)10,Cu,0,1,1
La62Al14(Cu5Ag1)12(Ni1Co1)12,La,0,1,1
La32Ce32Al16Ni5Cu15,La,0,1,1
La32Ce32Al16Ni5Cu12Co3,La,0,1,1
La32Ce32Al16Ni5Cu10Co5,La,0,1,1
La32Ce32Al16Ni5Cu7Co8,La,0,1,1
La32Ce32Al16Ni5Cu5Co10,La,0,1,1
La62Al14(Cu0.5Ni0.5)24,La,0,1,1
La55Al25Cu20,La,0,1,1
La55Al20Ag5Cu20,La,0,1,1
La55Al17.5Ag7.5Cu20,La,0,1,1
La55Al15Ag10Cu20,La,0,1,1
La55Al25Ag5Cu15,La,0,1,1
La60Al15Ag5Cu20,La,0,1,1
La62.5Al12.5Ag5Cu20,La,0,1,1
La65Al10Ag5Cu20,La,0,1,1
La62.5Al12.5Ag5Cu17.5Fe2.5,La,0,1,1
La62.5Al12.5Ag5Cu15Fe5,La,0,1,1
La62.5Al12.5Ag5Cu17.5Co2.5,La,0,1,1
La62.5Al12.5Ag5Cu15Co5,La,0,1,1
La70.0Al12.4(CuNi)17.6,La,0,1,1
La68.0Al13.2(CuNi)18.8,La,0,1,1
La66.0Al14.0(CuNi)20.0,La,0,1,1
La64.6Al14.6(CuNi)20.8,La,0,1,1
La63.1Al15.2(CuNi)21.7,La,0,1,1
La62.0Al15.6(CuNi)22.4,La,0,1,1
La61.4Al15.9(CuNi)22.7,La,0,1,1
La60.5Al16.3(CuNi)23.2,La,0,1,1
La59.6Al16.6(CuNi)23.8,La,0,1,1
La58.6Al17.0(CuNi)24.4,La,0,1,1
La57.6Al17.5(CuNi)24.9,La,0,1,1
La56.5Al17.9(CuNi)25.6,La,0,1,1
La55.4Al18.4(CuNi)26.2,La,0,1,1
Pd79.5Cu4Si16.5,Pd,0,1,1
Pd77.5Cu6Si16.5,Pd,0,1,1
Pd81.5Cu2Si6.5,Pd,0,1,1
Pd77Cu6Si17,Pd,0,1,1
Pd73.5Cu10Si16.5,Pd,0,1,1
Pd71.5Cu12Si16.5,Pd,0,1,1
Pd40Ni40P20,Pd,0,1,1
Pd40Cu30Ni10P20,Pd,0,1,1
Pd77Cu6Si17,Pd,0,1,1
Pd79Cu6Si10P5,Pd,0,1,1
Pd79Cu5Ag1Si10P5,Pd,0,1,1
Pd79Cu4Ag2Si10P5,Pd,0,1,1
Pd79Cu3Ag3Si10P5,Pd,0,1,1
Pd79Cu2Ag4Si10P5,Pd,0,1,1
Ti50Ni30Cu32Sn3,Ti,0,1,1
Ti50Ni15Cu25Sn3Be7,Ti,0,1,1
Ti45Ni15Cu25Sn3Be7Zr5,Ti,0,1,1
Ti40Zr25Ni8Cu9Be18,Ti,0,1,1
Ti50Cu42.5Ni7.5,Ti,0,1,1
Ti47.5Zr2.5Cu42.5Ni7.5,Ti,0,1,1
Ti42.5Zr2.5Hf5Cu42.5Ni7.5,Ti,0,1,1
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si1,Cu,0,1,1
Ti55Zr10Cu9Ni8Be18,Ti,0,1,1
Ti50Zr15Cu9Ni8Be18,Ti,0,1,1
Ti50Ni24Cu20B1Si2Sn3,Ti,0,1,1
Ti34Zr11Cu47Ni8,Cu,0,1,1
Ti41.5Zr2.5Hf5Cu42.5Ni7.5Si1,Cu,0,1,1
Ti41.5Zr2.5Hf5Cu37.5Ni7.5Si1Sn5,Ti,0,1,1
Ti40Zr10Cu40Pd10,Ti,0,1,1
Ti40Zr10Cu34Pd16,Ti,0,1,1
Ti40Zr10Cu32Pd18,Ti,0,1,1
Ti40Zr10Cu30Pd20,Ti,0,1,1
Ti53Cu15Ni18.5Al7Si3Sc3B0.5,Ti,0,1,1
Ti53Cu15Ni18.5Al7Si3Hf3B0.5,Ti,0,1,1
Ti40Zr10Cu38Pd12,Ti,0,1,1
Ti40Zr10Cu36Pd14,Ti,0,1,1
Pr68Cu25Al7,Pr,0,1,1
Pr68(CuNi)25Al7,Pr,0,1,1
Pr72(CuNi)25Al3,Pr,0,1,1
Pr72(CuNi)21Al7,Pr,0,1,1
Y56Al24Co20,Y,0,1,1
Y36Sc20Al24Co20,Y,0,1,1
Y36Sc20Al24Co10Ni10,Y,0,1,1
Co50Cr15Mo14C15B6,Co,0,1,1
Co48Cr15Mo14C15B6Er2,Co,0,1,1
Co43Fe20Ta5.5B31.5,Co,0,1,1
((Co0.9Fe0.1)0.75B0.2Si0.05)96Nb4,Co,0,1,1
((Co0.8Fe0.2)0.75B0.2Si0.05)96Nb4,Co,0,1,1
((Co0.7Fe0.3)0.75B0.2Si0.05)96Nb4,Co,0,1,1
((Co0.6Fe0.4)0.75B0.2Si0.05)96Nb4,Co,0,1,1
Au55Cu25Si20,Au,0,1,1
Au46Ag5Cu29Si20,Au,0,1,1
Au52Pd2.3Cu29.2Si16.5,Au,0,1,1
Au49Ag5.5Pd2.3Cu26.9Si16.3,Au,0,1,1
Hf47Cu29.25Ni9.75Al14,Hf,0,1,1
Hf48Cu29.25Ni9.75Al13,Hf,0,1,1
Hf51Cu27.75Ni9.25Al12,Hf,0,1,1
Gd60Co25Al15,Gd,0,1,1
Gd60Ni15Al25,Gd,0,1,1
Zr65Al7.5Cu17.5Ni10,Zr,0,1,1
Zr57Ti5Al10Cu20Ni8,Zr,0,1,1
Zr65.5Al5.6Ni6.5Cu22.4,Zr,0,1,1
Zr41.2Ti13.8Cu12.5Ni10Be22.5,Zr,0,1,1
Zr54Cu46,Zr,0,1,1
Zr47Cu46Al7,Zr,0,1,1
Zr41Ti14Cu12.5Ni8Be22.5C2,Zr,0,1,1
Zr41Ti14Cu12.5Ni2Be22.5C8,Zr,0,1,1
Zr26Ti10Cu8Ni8Be20Y4Mg24,Zr,0,1,1
Zr40Ti15Cu11Ni11Be21.5Y1Mg0.5,Zr,0,1,1
Zr48Nb8Cu14Ni12Be18,Zr,0,1,1
Zr48Nb8Cu12Fe8Be24,Zr,0,1,1
Zr36Nb12Cu10Ni8Be20Y2Mg12,Zr,0,1,1
Zr36Nb12Cu10Ni6Fe2Be20Y2Mg12,Zr,0,1,1
Zr54Al15Ni10Cu19Y2,Zr,0,1,1
Zr53Al14Ni10Cu19Y4,Zr,0,1,1
Zr51Cu20.7Ni12Al16.3,Zr,0,1,1
Zr55Al20Co25,Zr,0,1,1
Zr48Cu45Al7,Zr,0,1,1
Zr48Cu43Al7Ag2,Zr,0,1,1
Zr48Cu42Al7Ag3,Zr,0,1,1
Zr48Cu40Al7Ag5,Zr,0,1,1
Zr48Cu37Al7Ag8,Zr,0,1,1
Zr48Cu36Ag8Al8,Zr,0,1,1
Zr48Cu34Pd2Ag8Al8,Zr,0,1,1
Zr50Cu48Ag2,Zr,0,1,1
Zr50Cu45Ag5,Zr,0,1,1
